delta,noise_sigma,seed,gwr_bandwidth,mgwr_bw_intercept,mgwr_bw_x1,mgwr_bw_x2,mgwr_bw_x3,mgwr_error,initial_ari,refined_ari,initial_boundary_f1,refined_boundary_f1,initial_boundary_edges,refined_boundary_edges,refinement_iterations,refinement_stop,gwr_fit_rmse,mgwr_fit_rmse,grgwr_fit_rmse,oracle_fit_rmse,gwr_coef_rmse,mgwr_coef_rmse,grgwr_coef_rmse,oracle_coef_rmse,gwr_jump_ratio,mgwr_jump_ratio,grgwr_jump_ratio,oracle_jump_ratio,gr_minus_gwr_fit_rmse,gr_minus_mgwr_fit_rmse,gr_minus_gwr_coef_rmse,gr_minus_mgwr_coef_rmse,gr_fit_better_than_gwr,gr_fit_better_than_mgwr,gr_coef_better_than_gwr,gr_coef_better_than_mgwr,runtime_gwr_seconds,runtime_gr_after_pilot_seconds,runtime_gr_total_seconds,runtime_mgwr_seconds,runtime_oracle_seconds,scenario,source_file
1.0,0.75,20300022,100,569.0,97.0,88.0,79.0,,0.7115915353914146,0.9100936605922764,0.1181434599156118,0.6724137931034482,124,119,5,no_label_changes,0.4926844946249736,0.4897093338952468,0.4854978993313701,0.486097125614569,0.1555237601556239,0.1508289847677634,0.1538702283454383,0.0377699108825167,0.1804603280656705,0.1925192091318396,0.692505156643452,1.0457319901724411,-0.0071865952936034,-0.0042114345638766,-0.0016535318101855,0.0030412435776749,1,1,1,0,1.2808842029999994,0.5974059190000105,1.8782901220000097,16.52670642999999,0.0545500350000054,moderate,mc_moderate_chunk02.csv
1.0,0.75,20300023,123,624.0,35.0,26.0,123.0,,0.8631178150848292,0.9462488747190904,0.2212389380530973,0.6810344827586208,113,119,3,no_label_changes,0.5222378727758594,0.4465037019418376,0.4933187448428389,0.4970505661366057,0.1560532473926455,0.1664473668624614,0.098028992420446,0.0329915101578173,0.1725989075758065,0.2618365908081119,0.7338223434174646,1.0088648050230922,-0.0289191279330204,0.0468150429010013,-0.0580242549721994,-0.0684183744420154,1,0,1,1,1.283534087999996,0.3857688840000008,1.669302971999997,26.831034453,0.0616686119999911,moderate,mc_moderate_chunk02.csv
1.0,0.75,20300024,109,611.0,61.0,88.0,86.0,,0.7654983254906238,0.8903496758697301,0.2638297872340426,0.7148936170212765,122,122,4,no_label_changes,0.5128993446745639,0.4964403883425367,0.5019670303873689,0.4939737112181586,0.1686832686168517,0.1574281210938987,0.1168855262354261,0.0405035797868022,0.1520913629243572,0.1982101420542431,0.7348787664409435,0.9667312617263067,-0.0109323142871949,0.0055266420448322,-0.0517977423814255,-0.0405425948584726,1,0,1,1,1.3849520770000083,0.4877481489999979,1.8727002260000063,21.673201042999978,0.0543304120000129,moderate,mc_moderate_chunk02.csv
1.0,0.75,20300025,139,289.0,75.0,101.0,129.0,,0.7981879711874248,0.9732440048425518,0.3102040816326531,0.8658008658008658,132,118,6,no_label_changes,0.5716297955904381,0.5532288784879345,0.5356402539849264,0.5379469401713886,0.2005307777323791,0.1818162590941688,0.0889564797615119,0.066983931302164,0.1209942053126588,0.1606218666191054,0.8828861166362756,0.9976266637537397,-0.0359895416055117,-0.017588624503008,-0.1115742979708672,-0.0928597793326569,1,1,1,1,1.404562004000013,0.6780403260000014,2.0826023300000145,26.19672184300001,0.0543694170000037,moderate,mc_moderate_chunk02.csv
1.0,0.75,20300026,88,534.0,29.0,81.0,114.0,,0.8265503638923705,0.9820732442719882,0.3261802575107296,0.8810572687224669,120,114,5,no_label_changes,0.5053048137739311,0.4735082251203825,0.4960707166277927,0.4979800820853235,0.1705801236391734,0.1698520830328732,0.0661929146106776,0.0262337224944235,0.1647554930616906,0.2344381591007469,0.8708647288328412,0.9757383872256764,-0.0092340971461383,0.0225624915074102,-0.1043872090284957,-0.1036591684221956,1,0,1,1,1.2834857940000006,0.5732548320000035,1.856740626000004,26.108523244,0.055053464999986,moderate,mc_moderate_chunk02.csv
1.0,0.75,20300027,137,624.0,38.0,56.0,149.0,,0.7924886141644326,0.9355788063956268,0.1739130434782608,0.7753303964757708,117,114,3,no_label_changes,0.5124574766098294,0.4617006065140007,0.4956701479333478,0.4794409106985672,0.1762238776867045,0.1648438563555128,0.1139179487448498,0.04098374010639,0.1289012182607407,0.2207103267260675,0.731254855400508,0.9697192674727886,-0.0167873286764816,0.033969541419347,-0.0623059289418546,-0.0509259076106629,1,0,1,1,1.361630539999993,0.3854917129999933,1.7471222529999864,26.438934413,0.0548653610000258,moderate,mc_moderate_chunk02.csv
1.0,0.75,20300028,121,220.0,45.0,71.0,79.0,,0.6565130648182388,0.783618633883292,0.096,0.4862745098039215,137,142,6,no_label_changes,0.5265837482039032,0.4846149817222727,0.5204500686309979,0.4996141575776009,0.1657502263409589,0.1595996275484499,0.1581808541826555,0.0430355666464044,0.1479714812956339,0.2132024694457464,0.5458649555158329,1.011928067374598,-0.0061336795729053,0.0358350869087251,-0.0075693721583034,-0.0014187733657944,1,0,1,1,1.2745558809999975,0.7398222680000117,2.014378149000009,21.51552999500001,0.0541580160000307,moderate,mc_moderate_chunk02.csv
1.0,0.75,20300029,102,120.0,61.0,111.0,110.0,,0.8883729329991922,0.9235826921601586,0.5327510917030568,0.6026200873362445,116,116,5,no_label_changes,0.5433735357781193,0.5328842026188324,0.534149655961446,0.5397465898807902,0.1651388895715336,0.1588882755690037,0.1200399341657164,0.048955624951747,0.1725029035317844,0.1923576684199102,0.6048688007130698,0.976737350717615,-0.0092238798166732,0.0012654533426136,-0.0450989554058171,-0.0388483414032873,1,0,1,1,1.401311746000033,0.5837855560000094,1.9850973020000424,21.550165617000005,0.0550178280000182,moderate,mc_moderate_chunk02.csv
1.0,0.75,20300030,101,624.0,55.0,85.0,79.0,,0.7816513998812696,0.8845309965425685,0.35,0.6218487394957983,127,125,4,no_label_changes,0.4877332603082722,0.4676003114848098,0.4750123997469108,0.4727113739419618,0.1583274493426219,0.160335023110786,0.1488439575026063,0.0453971674818294,0.1792052853555389,0.2087209092472954,0.6419531583263188,0.9873280379216512,-0.0127208605613614,0.0074120882621009,-0.0094834918400156,-0.0114910656081797,1,0,1,1,2.867885233999999,0.6516892130000045,3.519574447000004,18.908487466000004,0.0712636290000006,moderate,mc_moderate_chunk03.csv
1.0,0.75,20300031,92,386.0,69.0,112.0,89.0,,0.9567998768665854,0.9750569444670436,0.7400881057268723,0.8849557522123894,114,113,1,no_label_changes,0.4834926635746595,0.4869884406143754,0.4695843738531183,0.4725489385684788,0.1562436788164326,0.1555322424504022,0.0723653981466952,0.0393934826784005,0.1873687130742193,0.1873774155816527,0.9628844013967096,1.0790530443487882,-0.0139082897215411,-0.0174040667612571,-0.0838782806697374,-0.0831668443037069,1,1,1,1,1.4383989280000122,0.2500118939999964,1.6884108220000087,18.747524670000004,0.0708168470000032,moderate,mc_moderate_chunk03.csv
1.0,0.75,20300032,145,457.0,64.0,113.0,119.0,,0.8032240332317995,0.9065697855077232,0.1201716738197424,0.4957264957264957,120,121,7,no_label_changes,0.5443212381177153,0.5320243135641268,0.527904545187505,0.526840874251708,0.1585898887234461,0.1517779376366515,0.1378247152635347,0.0290938829226241,0.1608555633298955,0.1852163043141437,0.5198671945818422,1.003514483762921,-0.0164166929302103,-0.0041197683766218,-0.0207651734599114,-0.0139532223731168,1,1,1,1,1.5769960620000063,1.0105397880000029,2.587535850000009,25.263165519999987,0.0717576020000052,moderate,mc_moderate_chunk03.csv
1.0,0.75,20300033,124,624.0,76.0,103.0,131.0,,0.7341951782391279,0.9532440445408732,0.1038961038961038,0.7099567099567099,118,118,9,no_label_changes,0.5270557747225363,0.5256033756802171,0.5092935213992592,0.5126009939521747,0.1718587858641394,0.1646902495942342,0.1129295789216679,0.055583561181851,0.1576701070283953,0.1747221492248463,0.7262569030088016,0.9951444879390998,-0.017762253323277,-0.0163098542809578,-0.0589292069424715,-0.0517606706725663,1,1,1,1,1.606570817000005,1.2718381850000071,2.878409002000012,18.777550698,0.0709958529999994,moderate,mc_moderate_chunk03.csv
1.0,0.75,20300034,97,237.0,89.0,97.0,62.0,,0.7872348048594652,0.9340033337339914,0.3555555555555555,0.6465517241379312,157,119,11,global_objective_guard_rejected_sweep,0.5037935733550551,0.4981444447619201,0.5029445721459916,0.5031733877239987,0.1548276536057371,0.1610362515163445,0.1211365003031887,0.0426337641783967,0.2086242584726359,0.1976754650835109,0.6921949687579244,1.029190930980907,-0.0008490012090635,0.0048001273840714,-0.0336911533025483,-0.0398997512131557,1,0,1,1,1.5633316959999777,1.6004200350000133,3.1637517309999907,25.58713493800002,0.0716048980000039,moderate,mc_moderate_chunk03.csv
1.0,0.75,20300035,121,623.0,89.0,69.0,96.0,,0.7071824209495103,0.931665275117986,0.090566037735849,0.703862660944206,152,120,14,no_label_changes,0.5370595852504516,0.520616152035661,0.4953531778832164,0.4997523458931556,0.1705801768753276,0.1573343631816213,0.1289013842125728,0.0551182867330902,0.1570382075847297,0.1895898094694137,0.7489551659908736,1.0296202488660935,-0.0417064073672351,-0.0252629741524446,-0.0416787926627547,-0.0284329789690484,1,1,1,1,1.448042791000006,1.9096343870000112,3.357677178000017,24.734270331999998,0.070908653999993,moderate,mc_moderate_chunk03.csv
1.0,0.75,20300036,92,128.0,65.0,97.0,67.0,,0.7124759083409827,0.9091035392203406,0.0161943319838056,0.6753246753246753,134,118,8,no_label_changes,0.4666775792939081,0.4557918886858403,0.4652224845743183,0.4547134436799406,0.1525441056362137,0.1508300726293423,0.1154915110760314,0.0498363199811307,0.1977906954968684,0.202337720529609,0.7640827356999947,1.056799202878349,-0.0014550947195898,0.009430595888478,-0.0370525945601822,-0.0353385615533108,1,0,1,1,1.4586757050000188,1.097626066999993,2.556301772000012,18.831507303999985,0.0716515789999903,moderate,mc_moderate_chunk03.csv
1.0,0.75,20300037,137,241.0,85.0,78.0,101.0,,0.816441936043695,0.9220932069407498,0.3493449781659389,0.6206896551724138,116,119,5,no_label_changes,0.4932505070610127,0.4793623613551468,0.4744257148127865,0.4700214436646132,0.1609590603337554,0.1530783562930336,0.1135454217744506,0.042131288856777,0.1522720657505759,0.1770206665591663,0.6867781111953811,1.0021985798108677,-0.0188247922482262,-0.0049366465423603,-0.0474136385593047,-0.039532934518583,1,1,1,1,1.574684168999994,0.8559280289999833,2.4306121979999773,24.99539331400001,0.071751909999989,moderate,mc_moderate_chunk03.csv
1.0,0.75,20300038,104,414.0,61.0,69.0,114.0,,0.749767602294825,0.8860709606279213,0.311787072243346,0.7251908396946564,150,149,3,no_label_changes,0.4964092600945314,0.4807755533715471,0.493427631016487,0.4862854498033751,0.1597522830064899,0.1533432053948942,0.119578690568985,0.0378783297413312,0.165490571107947,0.2014925150775159,0.7350330392385638,1.000331447188322,-0.0029816290780444,0.0126520776449398,-0.0401735924375048,-0.0337645148259091,1,0,1,1,1.49786573800003,0.5258233529999643,2.0236890909999943,19.01813561,0.0708643359999996,moderate,mc_moderate_chunk03.csv
1.0,0.75,20300039,121,623.0,88.0,144.0,109.0,,0.8584395624847203,0.9606728366622412,0.5309734513274337,0.7685589519650654,113,116,3,no_label_changes,0.5000375802253416,0.5047829082863118,0.4726905757770744,0.481212332788386,0.1586579272579144,0.1582184466802162,0.113731633910385,0.0482662185352078,0.1714419685027959,0.1743530309202356,0.7929411171720733,1.027180442626678,-0.0273470044482672,-0.0320923325092373,-0.0449262933475293,-0.0444868127698312,1,1,1,1,1.47872018999999,0.4846179020000249,1.963338092000015,18.804365534999988,0.0712235940000027,moderate,mc_moderate_chunk03.csv
1.0,0.75,20300040,121,481.0,42.0,101.0,97.0,,0.772189682911101,0.9400262415101238,0.1478260869565217,0.7155172413793103,117,119,5,no_label_changes,0.531598734289387,0.4975146225228118,0.4971011555152116,0.4940183077245982,0.1619459536996543,0.1512495516111038,0.092164229470749,0.0348810997189525,0.147552277770078,0.2042591314591575,0.7872816041297168,1.0411081542893312,-0.0344975787741753,-0.0004134670076001,-0.0697817242289053,-0.0590853221403548,1,1,1,1,2.7833445830000016,0.6298527050000047,3.4131972880000063,22.635821471,0.057259645000002,moderate,mc_moderate_chunk04.csv
1.0,0.75,20300041,85,330.0,45.0,87.0,89.0,,0.8619446146398556,0.9425832711696924,0.3448275862068966,0.7413793103448276,119,119,3,no_label_changes,0.47959790778303,0.4748118893672206,0.484882308797868,0.494005392512759,0.1531583509702991,0.1568731520007804,0.101947801678361,0.0318348499174813,0.215671408213833,0.2117061684799146,0.8085946725552109,1.0197465711923737,0.005284401014838,0.0100704194306474,-0.0512105492919381,-0.0549253503224194,0,0,1,1,1.4314667439999766,0.3968699440000023,1.828336687999979,23.066328545000005,0.0546866119999833,moderate,mc_moderate_chunk04.csv
1.0,0.75,20300042,136,624.0,71.0,132.0,101.0,,0.9464715296443644,0.9569882672656612,0.7606837606837605,0.7758620689655173,121,119,2,no_label_changes,0.4956808885974061,0.4906049511851612,0.4704863504570925,0.4765075001379005,0.1513387586305846,0.1521653727472542,0.0870470724941452,0.038269726813362,0.1517222989256891,0.1525449208828027,0.7792870615059685,0.9636160083599274,-0.0251945381403136,-0.0201186007280687,-0.0642916861364394,-0.065118300253109,1,1,1,1,1.472259151000003,0.3058271940000168,1.7780863450000195,17.43957209199999,0.0580088730000056,moderate,mc_moderate_chunk04.csv
1.0,0.75,20300043,121,213.0,61.0,68.0,86.0,,0.7002444516928145,0.9756372138805308,0.0266666666666666,0.8384279475982533,112,116,9,no_label_changes,0.5228219681176273,0.4919182982224213,0.4723526832836143,0.4767952547248772,0.1623790958496219,0.1502454083194704,0.0753448959132153,0.0343111862742098,0.1603316559096022,0.2172681877688415,0.9052844294308348,1.0427131726157746,-0.0504692848340129,-0.0195656149388069,-0.0870341999364066,-0.0749005124062551,1,1,1,1,1.3425699979999877,0.9762943279999944,2.318864325999982,22.514790455999982,0.0551718090000008,moderate,mc_moderate_chunk04.csv
1.0,0.75,20300044,89,357.0,57.0,80.0,160.0,,0.8368113927849689,0.9681845494111588,0.2521008403361344,0.8070175438596492,125,115,4,no_label_changes,0.5140090391157813,0.5131384130332979,0.5177296313781631,0.5176901047659512,0.1772617114774071,0.171461206777209,0.0907369842993542,0.0382971373713714,0.163822813549043,0.1824389581720581,0.7874633257674176,0.9662811384756124,0.0037205922623817,0.0045912183448652,-0.0865247271780529,-0.0807242224778548,0,0,1,1,1.3640115100000116,0.4838934039999856,1.8479049139999968,22.892163531999984,0.0550422950000211,moderate,mc_moderate_chunk04.csv
1.0,0.75,20300045,89,622.0,57.0,50.0,79.0,,0.7635339947440813,0.8707422339805575,0.188235294117647,0.5042735042735043,142,121,7,no_label_changes,0.4952715924890455,0.4697792682633622,0.4984954675224191,0.487011832440871,0.1566522358270197,0.1548350190823604,0.1407159128851274,0.0462406482374456,0.1920464600064317,0.2360915631782108,0.5454723198273128,0.9778783520606292,0.0032238750333736,0.0287161992590569,-0.0159363229418922,-0.014119106197233,0,0,1,1,1.4212212389999763,0.8159472249999737,2.23716846399995,22.621296323999985,0.0550872400000059,moderate,mc_moderate_chunk04.csv
1.0,0.75,20300046,121,620.0,101.0,150.0,159.0,,0.8385893367000035,0.935673406036761,0.4132231404958678,0.635593220338983,129,123,4,no_label_changes,0.5296377861407422,0.5406856117253592,0.5000933691754249,0.5099801302272663,0.1621221966400775,0.1630877970579536,0.119244504839606,0.0261213981646933,0.1632882458572791,0.1390864379564825,0.6825884073144012,1.0064439816279132,-0.0295444169653172,-0.0405922425499343,-0.0428776918004715,-0.0438432922183476,1,1,1,1,1.4029872240000143,0.5027704149999863,1.9057576390000008,18.04644281200001,0.0551600059999941,moderate,mc_moderate_chunk04.csv
1.0,0.75,20300047,119,624.0,69.0,137.0,146.0,,0.8229672315048541,0.9258167828324224,0.1434977578475336,0.6752136752136753,110,121,3,no_label_changes,0.5511059572602505,0.5503530439305505,0.5263403637379298,0.5288526677931447,0.1828345056028169,0.1822936135200169,0.143914962550908,0.0431864041247147,0.1446608468354996,0.1451107628263251,0.6881466844343128,0.9733041746810304,-0.0247655935223206,-0.0240126801926207,-0.0389195430519088,-0.0383786509691089,1,1,1,1,1.4580296580000436,0.3927521150000075,1.850781773000051,23.00791097300004,0.0546547069999974,moderate,mc_moderate_chunk04.csv
1.0,0.75,20300048,121,624.0,89.0,133.0,123.0,,0.8470541316367659,0.9745521474557742,0.3261802575107296,0.8434782608695652,120,117,4,no_label_changes,0.5211886229894308,0.5279559591034183,0.5085012711429733,0.5090001252231019,0.1412977030111579,0.1452684951991812,0.0679355738494933,0.0291415194401677,0.2002374860298651,0.1801615089578997,0.8902465035506149,1.0357183302678734,-0.0126873518464575,-0.019454687960445,-0.0733621291616646,-0.0773329213496879,1,1,1,1,1.3858613570000102,0.5370634860000223,1.9229248430000323,23.044306300000017,0.0546531570000183,moderate,mc_moderate_chunk04.csv
1.0,0.75,20300049,115,624.0,48.0,123.0,115.0,,0.7912641322481484,0.9532728156034777,0.0357142857142857,0.7074235807860262,111,116,4,no_label_changes,0.5180870327717557,0.5032829540781789,0.4835149726202679,0.485164798563689,0.16408104652673,0.1605724736879082,0.0973815288999058,0.0364932259770196,0.1585229534783845,0.1695090347343223,0.7382210519682388,1.0102348859663632,-0.0345720601514878,-0.019767981457911,-0.0666995176268242,-0.0631909447880024,1,1,1,1,1.4537461939999616,0.4744338600000333,1.928180053999995,23.265223177,0.0544594339999662,moderate,mc_moderate_chunk04.csv
1.0,0.75,20300050,121,612.0,60.0,97.0,86.0,,0.6608322870435959,0.8965980947774559,0.1106719367588932,0.5922746781115878,140,120,10,no_label_changes,0.5412283802173707,0.5251002710911937,0.5240121292028602,0.5200008505817857,0.1698683844761726,0.1736021257225737,0.1378696912491609,0.0510280276775817,0.1672879014143093,0.1951452050428195,0.6482392037140577,1.031202684780896,-0.0172162510145105,-0.0010881418883335,-0.0319986932270116,-0.0357324344734127,1,1,1,1,2.810423708000002,1.4199882439999951,4.230411951999997,18.96207180099998,0.0750558519999913,moderate,mc_moderate_chunk05.csv
1.0,0.75,20300051,89,136.0,55.0,56.0,187.0,,0.7559341069176435,0.9195969200059008,0.0178571428571428,0.5579399141630901,111,120,4,no_label_changes,0.512467678153384,0.4972112328794935,0.4969398397283781,0.4972707520883406,0.1675472974136527,0.1701124515658279,0.1246934644209577,0.0397995079433189,0.179090599475061,0.1921877286446673,0.5880815928640218,0.9856307485108284,-0.0155278384250058,-0.0002713931511154,-0.0428538329926949,-0.0454189871448701,1,1,1,1,1.4324117669999907,0.623787789000005,2.056199555999996,24.391932035999982,0.0704985700000122,moderate,mc_moderate_chunk05.csv
1.0,0.75,20300052,112,620.0,64.0,73.0,93.0,,0.757821605864189,0.884025841512291,0.0775862068965517,0.5826086956521739,119,117,6,no_label_changes,0.5292579624029161,0.5120363977007915,0.5088441038652266,0.4853169879104358,0.159880273660252,0.1526323113328296,0.136716131884497,0.0320830488989594,0.1750507807680062,0.1980410840167288,0.6431614922197646,1.0421294154703846,-0.0204138585376895,-0.0031922938355648,-0.023164141775755,-0.0159161794483326,1,1,1,1,1.447430905999994,0.8500502019999772,2.297481107999971,23.801014676000023,0.0723701480000045,moderate,mc_moderate_chunk05.csv
1.0,0.75,20300053,109,457.0,50.0,85.0,156.0,,0.9073420863433376,0.9859597582514666,0.4695652173913044,0.9170305676855894,117,116,2,no_label_changes,0.5415247548030205,0.5323372834280398,0.5165066768159166,0.5214920295444335,0.165102184672505,0.1616347683974167,0.0646122760101903,0.0328450848523816,0.1658134362041093,0.1868533312923925,0.9224079458148596,0.9877519465201626,-0.0250180779871039,-0.0158306066121232,-0.1004899086623146,-0.0970224923872264,1,1,1,1,1.3990515690000225,0.3652864750000049,1.7643380440000271,23.706130445000014,0.0717515999999989,moderate,mc_moderate_chunk05.csv
1.0,0.75,20300054,118,624.0,61.0,68.0,129.0,,0.8583504646802389,0.9861506144448254,0.3421052631578947,0.9170305676855894,115,116,4,no_label_changes,0.5172675445115044,0.4998851643516316,0.4921729219272258,0.4942845962058338,0.1670400271104343,0.1692809847987919,0.0666394005147956,0.0496512316254882,0.163636975973819,0.1781174149918181,1.0081169013073232,1.069962118544731,-0.0250946225842785,-0.0077122424244057,-0.1004006265956387,-0.1026415842839963,1,1,1,1,1.5084022199999936,0.5869880649999857,2.0953902849999797,23.832769987999995,0.07059060200001,moderate,mc_moderate_chunk05.csv
1.0,0.75,20300055,121,621.0,80.0,146.0,61.0,,0.8581251604564833,0.9565525923816746,0.3070175438596491,0.7598253275109169,115,116,5,no_label_changes,0.5319042466828944,0.5183440080166414,0.498949002501779,0.5025527848895984,0.1559080983134413,0.1530723165297599,0.1143878062730797,0.0290702488020323,0.1641540131932198,0.1916786054229488,0.786078050757786,1.0376539447029864,-0.0329552441811153,-0.0193950055148623,-0.0415202920403615,-0.0386845102566802,1,1,1,1,1.4673634449999895,0.7171132309999848,2.1844766759999743,24.416764062000027,0.0718958219999876,moderate,mc_moderate_chunk05.csv
1.0,0.75,20300056,88,106.0,22.0,61.0,74.0,,0.8070542847809545,0.9175774384981522,0.3433476394849785,0.7043478260869565,120,117,6,no_label_changes,0.4889393671224196,0.4318639198876902,0.4824293141109787,0.4689147683655255,0.159565874698641,0.1549360137731439,0.1150269641155667,0.0459066371076586,0.1985628488746754,0.2997193487767986,0.7545459729187504,1.0129870614806198,-0.0065100530114409,0.0505653942232885,-0.0445389105830743,-0.0399090496575772,1,0,1,1,1.38483098100005,0.8433010769999782,2.2281320580000283,29.51448236799996,0.0710174750000192,moderate,mc_moderate_chunk05.csv
1.0,0.75,20300057,132,623.0,58.0,69.0,88.0,,0.7736295998972121,0.9871864980365816,0.1818181818181818,0.9043478260869564,118,117,4,no_label_changes,0.5526599641822413,0.5157344647919964,0.507137591130183,0.5099687008187109,0.1723603765882962,0.1655192719272819,0.0556045897189191,0.0312293984183808,0.1461558505345744,0.1994017094893668,0.9355680741597434,1.0030566715467877,-0.0455223730520583,-0.0085968736618133,-0.1167557868693771,-0.1099146822083628,1,1,1,1,1.429498140000021,0.6348083120000183,2.06430645200004,29.95249657400001,0.0763707319999866,moderate,mc_moderate_chunk05.csv
1.0,0.75,20300058,136,624.0,45.0,69.0,136.0,,0.8789162214549349,0.9710539074201354,0.3097345132743362,0.8384279475982533,113,116,4,no_label_changes,0.5210123980011715,0.4776149016344429,0.4813089353308486,0.4818069444607739,0.1596382741289776,0.1493887339031816,0.0788328442219732,0.0264938201037486,0.1464121487318994,0.2199343811715991,0.8503885798681861,0.9928078964517096,-0.0397034626703228,0.0036940336964056,-0.0808054299070044,-0.0705558896812083,1,0,1,1,1.538988647999986,0.5982470630000307,2.1372357110000166,23.969327937000003,0.070705480000015,moderate,mc_moderate_chunk05.csv
1.0,0.75,20300059,100,623.0,66.0,89.0,85.0,,0.8591648830374552,0.9655141972813728,0.303030303030303,0.7844827586206896,118,119,3,no_label_changes,0.5070554270842034,0.4978803866285496,0.4796192738998415,0.4819123880635755,0.154831985032169,0.1500096294471394,0.0871774648751301,0.0322295676276941,0.1935731319297252,0.218456915497742,0.8534591172490812,1.0347450752942953,-0.0274361531843618,-0.018261112728708,-0.0676545201570388,-0.0628321645720093,1,1,1,1,1.454476408000005,0.4834406029999627,1.937917010999968,18.644271134000007,0.0707441380000091,moderate,mc_moderate_chunk05.csv
1.0,0.75,20300060,100,605.0,70.0,113.0,121.0,,0.8618929644994336,0.988259762404223,0.4581497797356828,0.912280701754386,114,115,5,no_label_changes,0.4907634228862269,0.5004075995855037,0.4723901846180177,0.4724356758204626,0.1502343262205026,0.1493598646237782,0.0496463483325495,0.0265101421884214,0.1738430886506948,0.16567039884595,0.9590197981048796,1.0360292343808666,-0.0183732382682091,-0.028017414967486,-0.100587977887953,-0.0997135162912286,1,1,1,1,2.3593962980000924,0.5503239670001676,2.90972026500026,14.587215824000168,0.0507643930000085,moderate,mc_moderate_chunk06.csv
1.0,0.75,20300061,102,623.0,77.0,115.0,100.0,,0.8652659238806247,0.959576219297294,0.3620689655172414,0.8311688311688311,119,118,4,no_label_changes,0.5497629757361588,0.5503988230183493,0.5301199780834843,0.5312797004944702,0.1841420279257654,0.1782595569078759,0.1137563291987882,0.0466570838269055,0.1497984161075832,0.1634769560390237,0.8202563215556079,0.9788194285300982,-0.0196429976526745,-0.0202788449348649,-0.0703856987269772,-0.0645032277090877,1,1,1,1,1.2090243739999096,0.4478114720000121,1.6568358459999215,19.67240796600004,0.0505058830001416,moderate,mc_moderate_chunk06.csv
1.0,0.75,20300062,144,624.0,73.0,130.0,169.0,,0.7570777085124638,0.8733273662938795,0.0526315789473684,0.463519313304721,115,120,4,no_label_changes,0.5434086861736773,0.5405643809070183,0.5313674625090469,0.5260896288035296,0.1621041139341528,0.1627039197620342,0.1440701147532379,0.0446078395553213,0.1624256870111551,0.1601235225985011,0.5013804084548914,0.9726607548883448,-0.0120412236646304,-0.0091969183979714,-0.0180339991809148,-0.0186338050087962,1,1,1,1,1.1128277870000147,0.4620813069998348,1.5749090939998496,14.58728834500016,0.0499144190000606,moderate,mc_moderate_chunk06.csv
1.0,0.75,20300063,145,605.0,101.0,115.0,174.0,,0.7826258230416288,0.9098177996800184,0.0176991150442477,0.6060606060606061,113,118,3,no_label_changes,0.4895956163960343,0.4902310864638204,0.4647240939156922,0.4488408515865612,0.1550989370143276,0.1509951393600524,0.1101564143577812,0.0410230412748773,0.1459800206749923,0.150741060595339,0.6618213074673885,1.0079909109002585,-0.024871522480342,-0.0255069925481281,-0.0449425226565464,-0.0408387250022711,1,1,1,1,1.1630734389998452,0.3656894289999854,1.5287628679998306,19.246746341000065,0.0499284080001416,moderate,mc_moderate_chunk06.csv
1.0,0.75,20300064,121,624.0,57.0,61.0,127.0,,0.8200863642825906,0.9754666474919214,0.1206896551724138,0.8384279475982533,119,116,3,no_label_changes,0.5329134092720381,0.5027008161828534,0.492395009069691,0.4919788273397923,0.1501766091861333,0.1350267104504121,0.0747997818537326,0.030963642859678,0.177838894246603,0.2415433791472055,0.8973588943752929,1.0491012345714208,-0.040518400202347,-0.0103058071131624,-0.0753768273324006,-0.0602269285966795,1,1,1,1,1.1992044980001992,0.3543866600000456,1.5535911580002448,19.502602690000003,0.0499347749998833,moderate,mc_moderate_chunk06.csv
1.0,0.75,20300065,121,624.0,60.0,105.0,136.0,,0.7994322449020081,0.9812353602626668,0.3589743589743589,0.908296943231441,121,116,4,no_label_changes,0.5767846254113665,0.5643985410250929,0.5332112453933389,0.5409517314559737,0.172350658891759,0.1610998911537879,0.0704465740054875,0.0461877293731723,0.1513728255720985,0.1663545715559636,0.9289638363790448,0.9731462041744356,-0.0435733800180276,-0.031187295631754,-0.1019040848862715,-0.0906533171483003,1,1,1,1,1.1579301190001845,0.4436674099999891,1.6015975290001734,19.354566229000056,0.0502209280000442,moderate,mc_moderate_chunk06.csv
1.0,0.75,20300066,107,622.0,37.0,101.0,85.0,,0.6580009766027685,0.8383949120381596,0.1428571428571428,0.6523605150214592,139,120,6,no_label_changes,0.5026878578954992,0.4654348537330653,0.4981886565783948,0.4719755480960265,0.1555551828747478,0.1462343852057053,0.126847865212513,0.0442350222886688,0.1544897556752177,0.2522312676133791,0.7827767797434436,1.076613108349776,-0.0044992013171044,0.0327538028453294,-0.0287073176622348,-0.0193865199931923,1,0,1,1,1.213675715999898,0.674299149999797,1.8879748659996949,14.543585202000031,0.0496158539999669,moderate,mc_moderate_chunk06.csv
